question_id,category,question,config_name,privacy_mode,sql_valid,execution_success,result_match,failure_category,parse_strategy,tools_used,sqlstate,timed_out,cli_ok,claude_time_ms,sql_execution_time_ms,total_time_ms,prompt_tokens,completion_tokens,cache_read_tokens,cache_write_tokens,wren_tool_calls,expected_sql,generated_sql,error
J02,J,"List every user together with how many workflows they own, including those who own none.",D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__describe_model;mcp__wren__describe_model;mcp__wren__dry_plan,,False,True,8361.0,137.41389999631792,15513.937499956228,178776,507,162297,16471,5,"SELECT u.full_name, COUNT(w.id) AS workflow_count
FROM users u
LEFT JOIN workflows w ON w.owner_user_id = u.id
GROUP BY u.id, u.full_name","SELECT u.full_name, COUNT(w.id) AS workflow_count
FROM users u
LEFT JOIN workflows w ON w.owner_user_id = u.id
GROUP BY u.id, u.full_name
ORDER BY workflow_count DESC, u.id",
K01,K,Which tasks have no completion date recorded?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__describe_model;mcp__wren__dry_plan,,False,True,7268.0,132.98760005272925,14552.409099997021,176666,330,161323,15335,4,SELECT name FROM tasks WHERE completed_at IS NULL,"SELECT id, name FROM tasks WHERE completed_at IS NULL",
L05,L,"Which unfinished tasks are due within the next 7 days, including today?",D,strict,True,True,False,WRONG_DATE_LOGIC,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__get_instructions;mcp__wren__describe_model;mcp__wren__dry_plan;mcp__wren__dry_plan,,False,True,11567.0,138.3534000487998,18853.987699956633,234174,743,215336,18828,6,"SELECT name FROM tasks
WHERE status <> 'COMPLETED'
  AND due_date >= CURRENT_DATE
  AND due_date <= CURRENT_DATE + INTERVAL '7 days'","SELECT id, name, status, priority, due_date, assigned_user_id
FROM tasks
WHERE status <> 'COMPLETED'
  AND due_date >= CURRENT_DATE
  AND due_date < CURRENT_DATE + INTERVAL '7 days'
ORDER BY due_date",
M01,M,Label each unfinished task as 'Overdue' if its due date has passed and 'On time' otherwise.,D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__get_instructions;mcp__wren__describe_model;mcp__wren__dry_plan,,False,True,9386.0,150.5684000439942,17351.01119999308,185412,515,167070,18334,5,"SELECT name,
       CASE WHEN due_date < CURRENT_DATE THEN 'Overdue' ELSE 'On time' END AS label
FROM tasks
WHERE status <> 'COMPLETED'","SELECT name, due_date, CASE WHEN due_date < CURRENT_DATE THEN 'Overdue' ELSE 'On time' END AS status_label FROM tasks WHERE status <> 'COMPLETED' ORDER BY id",
N05,N,Which users are assigned at least one critical task?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__get_instructions;mcp__wren__dry_plan,,False,True,8098.0,156.11430001445115,16955.73410007637,135976,569,118973,16997,4,"SELECT DISTINCT u.full_name
FROM users u
WHERE EXISTS (
  SELECT 1 FROM tasks t
  WHERE t.assigned_user_id = u.id AND t.priority = 'CRITICAL'
)","SELECT DISTINCT u.id, u.full_name
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE t.priority = 'CRITICAL'
ORDER BY u.id",
O02,O,"Work out how many unfinished tasks each user has, then list the users with more than 2 of them.",D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__get_instructions;mcp__wren__dry_plan,,False,True,9453.0,155.19979991950095,17844.067099969834,136247,633,119076,17165,4,"WITH open_counts AS (
  SELECT assigned_user_id, COUNT(*) AS open_tasks
  FROM tasks
  WHERE status <> 'COMPLETED' AND assigned_user_id IS NOT NULL
  GROUP BY assigned_user_id
)
SELECT u.full_name, oc.open_tasks
FROM open_counts oc
JOIN users u ON u.id = oc.assigned_user_id
WHERE oc.open_tasks > 2","SELECT u.id, u.full_name, COUNT(t.id) AS unfinished_tasks
FROM users u
LEFT JOIN tasks t ON t.assigned_user_id = u.id AND t.status <> 'COMPLETED'
GROUP BY u.id, u.full_name
HAVING COUNT(t.id) > 2
ORDER BY unfinished_tasks DESC, u.id",
P03,P,Show each task alongside the total number of tasks belonging to the same workflow.,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__describe_model;mcp__wren__dry_plan;mcp__wren__dry_plan,,False,True,10763.0,136.48410001769662,18033.893599989824,223163,686,207097,16056,5,"SELECT name,
       COUNT(*) OVER (PARTITION BY workflow_id) AS workflow_task_count
FROM tasks","SELECT t.id AS task_id, t.name AS task_name, t.workflow_id, COUNT(*) OVER (PARTITION BY t.workflow_id) AS workflow_task_count FROM tasks t ORDER BY t.workflow_id, t.id",
Q01,Q,Which active users have more than 2 unfinished tasks?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__get_instructions;mcp__wren__dry_plan,,False,True,8094.0,149.03840003535151,15572.61379994452,135996,602,118929,17061,4,"SELECT u.full_name
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE u.status = 'ACTIVE' AND t.status <> 'COMPLETED'
GROUP BY u.id, u.full_name
HAVING COUNT(t.id) > 2","SELECT u.id, u.full_name, COUNT(t.id) AS unfinished_tasks
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id AND t.status <> 'COMPLETED'
WHERE u.status = 'ACTIVE'
GROUP BY u.id, u.full_name
HAVING COUNT(t.id) > 2
ORDER BY unfinished_tasks DESC, u.id",
R04,R,"Which workflows are healthy, meaning they have no overdue and no blocked tasks?",D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__get_instructions;mcp__wren__dry_plan,,False,True,8050.0,171.4959000237286,15391.463099978864,136083,634,118996,17081,4,"SELECT w.name
FROM workflows w
WHERE NOT EXISTS (
  SELECT 1 FROM tasks t
  WHERE t.workflow_id = w.id
    AND (t.status = 'BLOCKED'
         OR (t.due_date < CURRENT_DATE AND t.status <> 'COMPLETED'))
)","SELECT w.id, w.name
FROM workflows w
WHERE NOT EXISTS (
    SELECT 1 FROM tasks t
    WHERE t.workflow_id = w.id
      AND t.due_date < CURRENT_DATE
      AND t.status <> 'COMPLETED'
)
AND NOT EXISTS (
    SELECT 1 FROM tasks t
    WHERE t.workflow_id = w.id
      AND t.status = 'BLOCKED'
)
ORDER BY w.id",
S02,S,How much work is still outstanding in each workflow?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_models;mcp__wren__get_instructions;mcp__wren__dry_plan,,False,True,8862.0,136.40790001954883,16066.292799892835,136036,633,118954,17076,4,"SELECT w.name, COUNT(t.id) AS outstanding
FROM workflows w
LEFT JOIN tasks t
       ON t.workflow_id = w.id AND t.status <> 'COMPLETED'
GROUP BY w.id, w.name","SELECT w.name AS workflow_name, COUNT(t.id) AS outstanding_tasks
FROM workflows w
LEFT JOIN tasks t ON t.workflow_id = w.id AND t.status <> 'COMPLETED'
GROUP BY w.id, w.name
ORDER BY outstanding_tasks DESC, w.id",
